pathway,k_overlap,K_pathway_size_in_background,n_gene_set_size,N_background_size,overlap_genes,p_value,padj,collection
REACTOME_FCGR_ACTIVATION,30,68,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211892;ENSG00000211893;ENSG00000211896;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,1.2551568790834862e-57,1.6254281584131146e-55,C2_CanonicalPathways
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,30,68,182,57622,ENSG00000132465;ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211890;ENSG00000211895;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,1.2551568790834862e-57,1.6254281584131146e-55,C2_CanonicalPathways
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,30,70,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211892;ENSG00000211893;ENSG00000211896;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,3.866321945082456e-57,3.337924612587854e-55,C2_CanonicalPathways
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,30,78,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211892;ENSG00000211893;ENSG00000211896;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,2.3536894437812994e-55,1.5240139148483914e-53,C2_CanonicalPathways
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,30,81,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211892;ENSG00000211893;ENSG00000211896;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,9.569311849433178e-55,4.490032617733164e-53,C2_CanonicalPathways
REACTOME_CD22_MEDIATED_BCR_REGULATION,28,60,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211899;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,1.040161996386061e-54,4.490032617733164e-53,C2_CanonicalPathways
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,30,94,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211892;ENSG00000211893;ENSG00000211896;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,2.122372990239834e-52,7.852780063887386e-51,C2_CanonicalPathways
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,32,132,182,57622,ENSG00000015413;ENSG00000168243;ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211892;ENSG00000211893;ENSG00000211896;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,1.893199063381033e-51,6.129231967696094e-50,C2_CanonicalPathways
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,30,101,182,57622,ENSG00000132465;ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211890;ENSG00000211895;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,2.69614007092059e-51,7.758891981871475e-50,C2_CanonicalPathways
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,27,70,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,6.591147459422167e-50,1.7071071919903412e-48,C2_CanonicalPathways
REACTOME_COMPLEMENT_CASCADE,30,113,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211892;ENSG00000211893;ENSG00000211896;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,1.3340461857702746e-49,3.141072382859101e-48,C2_CanonicalPathways
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,28,85,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211899;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,2.1432542693816827e-49,4.625857131415465e-48,C2_CanonicalPathways
REACTOME_PARASITE_INFECTION,30,115,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211892;ENSG00000211893;ENSG00000211896;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,2.43697683504673e-49,4.8552076944392546e-48,C2_CanonicalPathways
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,33,193,182,57622,ENSG00000132465;ENSG00000196611;ENSG00000204936;ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211890;ENSG00000211895;ENSG00000211899;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,1.5602869581485127e-47,2.8865308725747486e-46,C2_CanonicalPathways
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,27,85,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,3.8317318518333777e-47,6.616123664165632e-46,C2_CanonicalPathways
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,27,86,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,5.570730769800172e-47,9.017620433614027e-46,C2_CanonicalPathways
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,30,142,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211892;ENSG00000211893;ENSG00000211896;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,2.9898121994378445e-46,4.5550668214964814e-45,C2_CanonicalPathways
REACTOME_INNATE_IMMUNE_SYSTEM,51,1107,182,57622,ENSG00000090382;ENSG00000100604;ENSG00000102837;ENSG00000117983;ENSG00000124102;ENSG00000134827;ENSG00000145113;ENSG00000148346;ENSG00000162896;ENSG00000164816;ENSG00000164822;ENSG00000166825;ENSG00000169876;ENSG00000172016;ENSG00000179914;ENSG00000184956;ENSG00000188257;ENSG00000204936;ENSG00000205277;ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211892;ENSG00000211893;ENSG00000211896;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000215182;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000275896;ENSG00000278196,4.2832480053565926e-44,6.163117963263097e-43,C2_CanonicalPathways
REACTOME_LEISHMANIA_INFECTION,32,217,182,57622,ENSG00000015413;ENSG00000168243;ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211892;ENSG00000211893;ENSG00000211896;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,6.718913872755829e-44,9.158940489703998e-43,C2_CanonicalPathways
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,27,122,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,2.7759159387093545e-42,3.5948111406286143e-41,C2_CanonicalPathways
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,28,152,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211899;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,2.2571028025574916e-41,2.7837601231542393e-40,C2_CanonicalPathways
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,28,153,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211899;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,2.7555493160957843e-41,3.2440330584945824e-40,C2_CanonicalPathways
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,27,172,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,6.761977313832419e-38,7.614574453402593e-37,C2_CanonicalPathways
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,27,185,182,57622,ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,5.48243876548112e-37,5.916465167748376e-36,C2_CanonicalPathways
REACTOME_HEMOSTASIS,35,677,182,57622,ENSG00000132465;ENSG00000167244;ENSG00000168243;ENSG00000196611;ENSG00000204936;ENSG00000211598;ENSG00000211640;ENSG00000211648;ENSG00000211651;ENSG00000211653;ENSG00000211659;ENSG00000211660;ENSG00000211662;ENSG00000211663;ENSG00000211666;ENSG00000211668;ENSG00000211677;ENSG00000211679;ENSG00000211890;ENSG00000211895;ENSG00000211899;ENSG00000211934;ENSG00000211937;ENSG00000211938;ENSG00000211941;ENSG00000211949;ENSG00000211959;ENSG00000211962;ENSG00000211964;ENSG00000224373;ENSG00000239951;ENSG00000241351;ENSG00000243466;ENSG00000244437;ENSG00000278196,8.692334212063471e-32,9.005258243697756e-31,C2_CanonicalPathways
