pathway,k_overlap,K_pathway_size_in_background,n_gene_set_size,N_background_size,overlap_genes,p_value,padj,collection
GOBP_BEHAVIOR,14,699,149,57622,ENSG00000030304;ENSG00000036672;ENSG00000044012;ENSG00000104888;ENSG00000114200;ENSG00000115263;ENSG00000131096;ENSG00000162670;ENSG00000163106;ENSG00000163497;ENSG00000176399;ENSG00000179915;ENSG00000185149;ENSG00000233670,4.74356829706118e-09,1.5020038954713936e-06,GO_BP
GOBP_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS,19,1331,149,57622,ENSG00000062038;ENSG00000065325;ENSG00000101255;ENSG00000104332;ENSG00000104435;ENSG00000109132;ENSG00000111846;ENSG00000115263;ENSG00000143171;ENSG00000157005;ENSG00000163347;ENSG00000165197;ENSG00000166292;ENSG00000168309;ENSG00000170419;ENSG00000179915;ENSG00000196660;ENSG00000198650;ENSG00000242366,2.0274841753285137e-09,1.5020038954713936e-06,GO_BP
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS,20,1583,149,57622,ENSG00000062038;ENSG00000065325;ENSG00000101255;ENSG00000104332;ENSG00000104435;ENSG00000109132;ENSG00000111846;ENSG00000114200;ENSG00000115263;ENSG00000143171;ENSG00000157005;ENSG00000163347;ENSG00000165197;ENSG00000166292;ENSG00000168309;ENSG00000170419;ENSG00000179915;ENSG00000196660;ENSG00000198650;ENSG00000242366,5.791788800018227e-09,1.5020038954713936e-06,GO_BP
GOBP_DOPAMINERGIC_NEURON_DIFFERENTIATION,5,38,149,57622,ENSG00000104332;ENSG00000109132;ENSG00000147655;ENSG00000165197;ENSG00000165462,5.0630818351903855e-08,9.8476941694453e-06,GO_BP
GOBP_GENERATION_OF_NEURONS,18,1561,149,57622,ENSG00000015592;ENSG00000034971;ENSG00000104332;ENSG00000104435;ENSG00000108231;ENSG00000109132;ENSG00000114200;ENSG00000123560;ENSG00000147655;ENSG00000157193;ENSG00000162670;ENSG00000163497;ENSG00000165197;ENSG00000165462;ENSG00000169862;ENSG00000171617;ENSG00000179915;ENSG00000186462,1.3784817745363274e-07,2.1449176411785253e-05,GO_BP
GOBP_HOMEOSTATIC_PROCESS,19,1877,149,57622,ENSG00000044012;ENSG00000062038;ENSG00000073734;ENSG00000092009;ENSG00000103888;ENSG00000104888;ENSG00000109132;ENSG00000111846;ENSG00000115263;ENSG00000136546;ENSG00000163347;ENSG00000168079;ENSG00000168748;ENSG00000179520;ENSG00000184544;ENSG00000196660;ENSG00000197561;ENSG00000240505;ENSG00000274736,4.391598516972814e-07,5.336914303856437e-05,GO_BP
GOBP_CELL_JUNCTION_ORGANIZATION,13,868,149,57622,ENSG00000030304;ENSG00000034971;ENSG00000062038;ENSG00000104332;ENSG00000129474;ENSG00000141668;ENSG00000157193;ENSG00000163347;ENSG00000168309;ENSG00000169862;ENSG00000179915;ENSG00000182271;ENSG00000204936,4.801850916066203e-07,5.336914303856437e-05,GO_BP
GOBP_CELL_CELL_SIGNALING,16,1365,149,57622,ENSG00000070748;ENSG00000104888;ENSG00000108231;ENSG00000114200;ENSG00000115263;ENSG00000119147;ENSG00000123560;ENSG00000141668;ENSG00000152785;ENSG00000157005;ENSG00000157193;ENSG00000168309;ENSG00000179520;ENSG00000179915;ENSG00000185149;ENSG00000274736,5.778843848449152e-07,5.6199256426168e-05,GO_BP
GOBP_CELL_ADHESION,17,1555,149,57622,ENSG00000034971;ENSG00000062038;ENSG00000104332;ENSG00000111846;ENSG00000129474;ENSG00000133800;ENSG00000156284;ENSG00000162706;ENSG00000163347;ENSG00000168309;ENSG00000169862;ENSG00000175161;ENSG00000179915;ENSG00000182271;ENSG00000185149;ENSG00000197561;ENSG00000204936,6.554947571526984e-07,5.666388011831104e-05,GO_BP
GOBP_TRANSMEMBRANE_TRANSPORT,17,1585,149,57622,ENSG00000073734;ENSG00000101187;ENSG00000101255;ENSG00000103375;ENSG00000103888;ENSG00000104888;ENSG00000118777;ENSG00000136546;ENSG00000141338;ENSG00000142959;ENSG00000168079;ENSG00000179520;ENSG00000182938;ENSG00000183034;ENSG00000184544;ENSG00000186198;ENSG00000196660,8.507133137164466e-07,6.618549580713954e-05,GO_BP
GOBP_CELL_MIGRATION,17,1637,149,57622,ENSG00000034971;ENSG00000062038;ENSG00000103888;ENSG00000104332;ENSG00000109132;ENSG00000111846;ENSG00000129474;ENSG00000133800;ENSG00000157005;ENSG00000157193;ENSG00000163347;ENSG00000165197;ENSG00000168309;ENSG00000182271;ENSG00000197561;ENSG00000204936;ENSG00000274736,1.3174518306891414e-06,7.908465355791147e-05,GO_BP
GOBP_NEUROGENESIS,18,1816,149,57622,ENSG00000015592;ENSG00000034971;ENSG00000104332;ENSG00000104435;ENSG00000108231;ENSG00000109132;ENSG00000114200;ENSG00000123560;ENSG00000147655;ENSG00000157193;ENSG00000162670;ENSG00000163497;ENSG00000165197;ENSG00000165462;ENSG00000169862;ENSG00000171617;ENSG00000179915;ENSG00000186462,1.2182197011470513e-06,7.908465355791147e-05,GO_BP
GOBP_CHEMICAL_HOMEOSTASIS,14,1111,149,57622,ENSG00000044012;ENSG00000073734;ENSG00000092009;ENSG00000103888;ENSG00000104888;ENSG00000115263;ENSG00000136546;ENSG00000168079;ENSG00000168748;ENSG00000179520;ENSG00000184544;ENSG00000196660;ENSG00000197561;ENSG00000274736,1.3214659334869526e-06,7.908465355791147e-05,GO_BP
GOBP_SYNAPTIC_SIGNALING,12,836,149,57622,ENSG00000070748;ENSG00000104888;ENSG00000108231;ENSG00000114200;ENSG00000123560;ENSG00000141668;ENSG00000157005;ENSG00000157193;ENSG00000168309;ENSG00000179520;ENSG00000179915;ENSG00000185149,2.0838389668307195e-06,0.00011580190829959283,GO_BP
GOBP_REGULATION_OF_CELL_POPULATION_PROLIFERATION,17,1737,149,57622,ENSG00000062038;ENSG00000065325;ENSG00000104332;ENSG00000109132;ENSG00000111846;ENSG00000114200;ENSG00000119147;ENSG00000157005;ENSG00000163106;ENSG00000163347;ENSG00000165197;ENSG00000170419;ENSG00000172987;ENSG00000182271;ENSG00000197561;ENSG00000240505;ENSG00000274736,2.912209179345912e-06,0.0001510465827687413,GO_BP
GOBP_RESPONSE_TO_STEROID_HORMONE,8,341,149,57622,ENSG00000104332;ENSG00000114200;ENSG00000143171;ENSG00000157005;ENSG00000163347;ENSG00000168309;ENSG00000198650;ENSG00000242366,3.344221277394206e-06,0.00016261275961329327,GO_BP
GOBP_LIPID_METABOLIC_PROCESS,15,1405,149,57622,ENSG00000070748;ENSG00000073734;ENSG00000101255;ENSG00000103375;ENSG00000118777;ENSG00000123560;ENSG00000129474;ENSG00000141338;ENSG00000147724;ENSG00000157193;ENSG00000163106;ENSG00000164303;ENSG00000197165;ENSG00000242366;ENSG00000249948,4.125288968825926e-06,0.00018879263633803353,GO_BP
GOBP_RESPONSE_TO_HORMONE,12,942,149,57622,ENSG00000065325;ENSG00000101255;ENSG00000104332;ENSG00000114200;ENSG00000115263;ENSG00000143171;ENSG00000157005;ENSG00000163347;ENSG00000168309;ENSG00000196660;ENSG00000198650;ENSG00000242366,6.976619323644802e-06,0.00030154499076642533,GO_BP
GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,16,1685,149,57622,ENSG00000044012;ENSG00000065325;ENSG00000092009;ENSG00000101255;ENSG00000103375;ENSG00000104332;ENSG00000114200;ENSG00000115263;ENSG00000133742;ENSG00000162670;ENSG00000163347;ENSG00000182271;ENSG00000185149;ENSG00000196660;ENSG00000197561;ENSG00000198650,8.453768808041935e-06,0.0003461595859292961,GO_BP
GOBP_REGULATION_OF_LOCOMOTION,13,1143,149,57622,ENSG00000034971;ENSG00000103888;ENSG00000104332;ENSG00000111846;ENSG00000129474;ENSG00000133800;ENSG00000157005;ENSG00000163347;ENSG00000165197;ENSG00000168309;ENSG00000182271;ENSG00000197561;ENSG00000274736,9.590745678710705e-06,0.0003553142922874728,GO_BP
GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,7,281,149,57622,ENSG00000030304;ENSG00000034971;ENSG00000104332;ENSG00000141668;ENSG00000163347;ENSG00000168309;ENSG00000179915,9.45891388622135e-06,0.0003553142922874728,GO_BP
GOBP_CELL_JUNCTION_ASSEMBLY,9,524,149,57622,ENSG00000030304;ENSG00000034971;ENSG00000062038;ENSG00000104332;ENSG00000129474;ENSG00000141668;ENSG00000163347;ENSG00000168309;ENSG00000179915,1.0050810123951774e-05,0.00035543319438338547,GO_BP
GOBP_LOCOMOTION,14,1333,149,57622,ENSG00000034971;ENSG00000103888;ENSG00000104332;ENSG00000111846;ENSG00000129474;ENSG00000133800;ENSG00000157005;ENSG00000163347;ENSG00000165197;ENSG00000166091;ENSG00000168309;ENSG00000182271;ENSG00000197561;ENSG00000274736,1.0529122816800646e-05,0.0003561590239769958,GO_BP
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,5,113,149,57622,ENSG00000034971;ENSG00000104332;ENSG00000141668;ENSG00000163347;ENSG00000179915,1.2115123662935986e-05,0.00037788617794501714,GO_BP
GOBP_CELL_MOTILITY,17,1938,149,57622,ENSG00000034971;ENSG00000062038;ENSG00000103888;ENSG00000104332;ENSG00000109132;ENSG00000111846;ENSG00000129474;ENSG00000133800;ENSG00000157005;ENSG00000157193;ENSG00000163347;ENSG00000165197;ENSG00000168309;ENSG00000182271;ENSG00000197561;ENSG00000204936;ENSG00000274736,1.2142872041934997e-05,0.00037788617794501714,GO_BP
GOBP_CELL_CELL_ADHESION,12,1005,149,57622,ENSG00000062038;ENSG00000111846;ENSG00000129474;ENSG00000156284;ENSG00000162706;ENSG00000163347;ENSG00000169862;ENSG00000175161;ENSG00000179915;ENSG00000182271;ENSG00000197561;ENSG00000204936,1.3267325853231015e-05,0.0003969992120697589,GO_BP
GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS,10,697,149,57622,ENSG00000065325;ENSG00000101255;ENSG00000104332;ENSG00000115263;ENSG00000143171;ENSG00000157005;ENSG00000168309;ENSG00000196660;ENSG00000198650;ENSG00000242366,1.5221531516354566e-05,0.00043860561184162414,GO_BP
GOBP_INORGANIC_ION_HOMEOSTASIS,9,558,149,57622,ENSG00000103888;ENSG00000104888;ENSG00000136546;ENSG00000168079;ENSG00000179520;ENSG00000184544;ENSG00000196660;ENSG00000197561;ENSG00000274736,1.6503955692936926e-05,0.00045857419746803314,GO_BP
GOBP_NEURON_DEVELOPMENT,13,1209,149,57622,ENSG00000015592;ENSG00000034971;ENSG00000104332;ENSG00000104435;ENSG00000108231;ENSG00000109132;ENSG00000123560;ENSG00000157193;ENSG00000163497;ENSG00000165462;ENSG00000169862;ENSG00000171617;ENSG00000179915,1.7271479494141073e-05,0.00046335210504971566,GO_BP
GOBP_XENOBIOTIC_TRANSPORT,4,61,149,57622,ENSG00000073734;ENSG00000118777;ENSG00000141338;ENSG00000163347,1.99788408864274e-05,0.0005181179403213506,GO_BP
GOBP_MONOATOMIC_ION_TRANSPORT,13,1244,149,57622,ENSG00000044012;ENSG00000101187;ENSG00000103888;ENSG00000104888;ENSG00000115263;ENSG00000136546;ENSG00000142959;ENSG00000168079;ENSG00000179520;ENSG00000182938;ENSG00000183034;ENSG00000184544;ENSG00000196660,2.3216045402261726e-05,0.0005826478491277298,GO_BP
GOBP_ORGANIC_ANION_TRANSPORT,8,453,149,57622,ENSG00000073734;ENSG00000101187;ENSG00000104888;ENSG00000118777;ENSG00000139433;ENSG00000142959;ENSG00000179520;ENSG00000186198,2.5979116729254422e-05,0.0006243947442539604,GO_BP
GOBP_EPITHELIUM_DEVELOPMENT,13,1260,149,57622,ENSG00000062038;ENSG00000104332;ENSG00000120254;ENSG00000129474;ENSG00000131096;ENSG00000147655;ENSG00000163347;ENSG00000164379;ENSG00000166292;ENSG00000167767;ENSG00000167916;ENSG00000175832;ENSG00000182271,2.6484609974782384e-05,0.0006243947442539604,GO_BP
GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,12,1087,149,57622,ENSG00000030304;ENSG00000034971;ENSG00000062038;ENSG00000101255;ENSG00000104332;ENSG00000111846;ENSG00000152785;ENSG00000165197;ENSG00000166292;ENSG00000168546;ENSG00000179915;ENSG00000196660,2.853736142096632e-05,0.0006530019760444646,GO_BP
GOBP_LIPID_LOCALIZATION,8,473,149,57622,ENSG00000073734;ENSG00000101187;ENSG00000118777;ENSG00000119147;ENSG00000139433;ENSG00000141338;ENSG00000170419;ENSG00000186198,3.5243846490021254e-05,0.0007834203591210438,GO_BP
GOBP_RESPONSE_TO_GROWTH_FACTOR,10,775,149,57622,ENSG00000062038;ENSG00000104332;ENSG00000104435;ENSG00000109132;ENSG00000111846;ENSG00000163347;ENSG00000165197;ENSG00000166292;ENSG00000170419;ENSG00000179915,3.7315522881288e-05,0.0008064299111567241,GO_BP
GOBP_DEVELOPMENTAL_MATURATION,7,362,149,57622,ENSG00000034971;ENSG00000062038;ENSG00000071539;ENSG00000104888;ENSG00000163497;ENSG00000179915;ENSG00000182271,4.761959574870305e-05,0.0010012985268240803,GO_BP
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS,15,1753,149,57622,ENSG00000073734;ENSG00000101255;ENSG00000103375;ENSG00000108381;ENSG00000110887;ENSG00000115263;ENSG00000116748;ENSG00000118777;ENSG00000120254;ENSG00000123560;ENSG00000138669;ENSG00000163106;ENSG00000197165;ENSG00000198650;ENSG00000242366,5.379029754565418e-05,0.0011012855655399725,GO_BP
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,13,1364,149,57622,ENSG00000092009;ENSG00000104332;ENSG00000109132;ENSG00000111846;ENSG00000138669;ENSG00000141668;ENSG00000157193;ENSG00000162670;ENSG00000166292;ENSG00000170419;ENSG00000175832;ENSG00000179915;ENSG00000186462,5.934910700527222e-05,0.0011261854939049216,GO_BP
GOBP_RESPONSE_TO_CORTICOSTEROID,5,157,149,57622,ENSG00000114200;ENSG00000163347;ENSG00000168309;ENSG00000198650;ENSG00000242366,5.872977495017194e-05,0.0011261854939049216,GO_BP
GOBP_CELL_SUBSTRATE_ADHESION,7,372,149,57622,ENSG00000034971;ENSG00000104332;ENSG00000111846;ENSG00000129474;ENSG00000133800;ENSG00000168309;ENSG00000185149,5.6494880739826656e-05,0.0011261854939049216,GO_BP
GOBP_CELLULAR_HOMEOSTASIS,10,847,149,57622,ENSG00000092009;ENSG00000103888;ENSG00000104888;ENSG00000115263;ENSG00000168079;ENSG00000168748;ENSG00000184544;ENSG00000196660;ENSG00000197561;ENSG00000274736,7.789447357610965e-05,0.0014429023914812693,GO_BP
GOBP_FOCAL_ADHESION_ASSEMBLY,4,87,149,57622,ENSG00000034971;ENSG00000104332;ENSG00000129474;ENSG00000168309,8.088754888629751e-05,0.001463500303105569,GO_BP
GOBP_MONOATOMIC_CATION_TRANSPORT,11,1053,149,57622,ENSG00000044012;ENSG00000103888;ENSG00000104888;ENSG00000115263;ENSG00000136546;ENSG00000168079;ENSG00000179520;ENSG00000182938;ENSG00000183034;ENSG00000184544;ENSG00000196660,0.00010082375857166559,0.0017052366123642571,GO_BP
GOBP_CHOLINE_METABOLIC_PROCESS,2,6,149,57622,ENSG00000114200;ENSG00000164303,9.894956899316877e-05,0.0017052366123642571,GO_BP
GOBP_MIDBRAIN_DEVELOPMENT,4,92,149,57622,ENSG00000092009;ENSG00000104332;ENSG00000123560;ENSG00000165462,0.00010052589099862569,0.0017052366123642571,GO_BP
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,10,882,149,57622,ENSG00000104332;ENSG00000109132;ENSG00000111846;ENSG00000138669;ENSG00000157193;ENSG00000162670;ENSG00000166292;ENSG00000170419;ENSG00000175832;ENSG00000186462,0.0001084092219774884,0.0017945186106060847,GO_BP
GOBP_POSITIVE_REGULATION_OF_SIGNALING,15,1877,149,57622,ENSG00000034971;ENSG00000062038;ENSG00000104332;ENSG00000108231;ENSG00000111846;ENSG00000115263;ENSG00000119147;ENSG00000129474;ENSG00000147655;ENSG00000166292;ENSG00000168309;ENSG00000172005;ENSG00000179915;ENSG00000196660;ENSG00000197561,0.00011455398076157961,0.0018567291048439364,GO_BP
GOBP_NEUROTRANSMITTER_LOADING_INTO_SYNAPTIC_VESICLE,2,7,149,57622,ENSG00000104888;ENSG00000179520,0.00013829397459165407,0.002069090619852055,GO_BP
GOBP_NEUTROPHIL_MEDIATED_KILLING_OF_GRAM_NEGATIVE_BACTERIUM,2,7,149,57622,ENSG00000110887;ENSG00000197561,0.00013829397459165407,0.002069090619852055,GO_BP
GOBP_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX_MODULATING_SYNAPTIC_TRANSMISSION,2,7,149,57622,ENSG00000141668;ENSG00000179915,0.00013829397459165407,0.002069090619852055,GO_BP
GOBP_ACETYLCHOLINE_METABOLIC_PROCESS,2,7,149,57622,ENSG00000070748;ENSG00000114200,0.00013829397459165407,0.002069090619852055,GO_BP
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION,9,758,149,57622,ENSG00000104332;ENSG00000109132;ENSG00000114200;ENSG00000119147;ENSG00000157005;ENSG00000163106;ENSG00000182271;ENSG00000240505;ENSG00000274736,0.0001711446499841942,0.0025122742959943984,GO_BP
GOBP_NEUTROPHIL_MEDIATED_IMMUNITY,3,42,149,57622,ENSG00000110887;ENSG00000197561;ENSG00000204936,0.00018064074193133053,0.002602564763381021,GO_BP
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,4,108,149,57622,ENSG00000034971;ENSG00000104332;ENSG00000129474;ENSG00000168309,0.00018672871217675425,0.0026413625104275418,GO_BP
GOBP_ORGANIC_ACID_METABOLIC_PROCESS,10,949,149,57622,ENSG00000073734;ENSG00000101255;ENSG00000108381;ENSG00000110887;ENSG00000120254;ENSG00000123560;ENSG00000163106;ENSG00000197165;ENSG00000198650;ENSG00000242366,0.00019546416529291682,0.002667914396454198,GO_BP
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,4,109,149,57622,ENSG00000104888;ENSG00000179520;ENSG00000179915;ENSG00000185149,0.00019345484614322352,0.002667914396454198,GO_BP
GOBP_FEEDING_BEHAVIOR,4,111,149,57622,ENSG00000044012;ENSG00000115263;ENSG00000131096;ENSG00000185149,0.0002074285131978924,0.002778747499809582,GO_BP
GOBP_RESPONSE_TO_LIPID,10,958,149,57622,ENSG00000104332;ENSG00000114200;ENSG00000143171;ENSG00000157005;ENSG00000162670;ENSG00000163347;ENSG00000168309;ENSG00000197561;ENSG00000198650;ENSG00000242366,0.00021072763816036674,0.002778747499809582,GO_BP
GOBP_AMIDE_TRANSPORT,6,328,149,57622,ENSG00000103375;ENSG00000115263;ENSG00000118777;ENSG00000119147;ENSG00000139433;ENSG00000185149,0.0002254556496304116,0.0028291047647171002,GO_BP
GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING,3,45,149,57622,ENSG00000092009;ENSG00000114200;ENSG00000125851,0.00022201850820391725,0.0028291047647171002,GO_BP
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,6,328,149,57622,ENSG00000030304;ENSG00000104888;ENSG00000141668;ENSG00000157193;ENSG00000179520;ENSG00000179915,0.0002254556496304116,0.0028291047647171002,GO_BP
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION,8,629,149,57622,ENSG00000034971;ENSG00000103888;ENSG00000111846;ENSG00000133800;ENSG00000163347;ENSG00000165197;ENSG00000168309;ENSG00000274736,0.0002497426271683766,0.0030841232370951905,GO_BP
GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION,3,48,149,57622,ENSG00000062038;ENSG00000129474;ENSG00000179915,0.00026908301564086354,0.0032525277430197406,GO_BP
GOBP_MONOATOMIC_ION_HOMEOSTASIS,8,637,149,57622,ENSG00000103888;ENSG00000136546;ENSG00000168079;ENSG00000168748;ENSG00000184544;ENSG00000196660;ENSG00000197561;ENSG00000274736,0.00027174074973815315,0.0032525277430197406,GO_BP
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION,5,220,149,57622,ENSG00000104332;ENSG00000109132;ENSG00000162670;ENSG00000165462;ENSG00000179915,0.00028377861334014483,0.0032952203160989952,GO_BP
GOBP_REGULATION_OF_CELL_SUBSTRATE_ADHESION,5,220,149,57622,ENSG00000034971;ENSG00000104332;ENSG00000111846;ENSG00000168309;ENSG00000185149,0.00028377861334014483,0.0032952203160989952,GO_BP
GOBP_ORGANIC_ACID_TRANSPORT,6,346,149,57622,ENSG00000073734;ENSG00000101187;ENSG00000104888;ENSG00000118777;ENSG00000179520;ENSG00000186198,0.0002998139868801692,0.0034302247322466413,GO_BP
GOBP_AMIDE_METABOLIC_PROCESS,7,490,149,57622,ENSG00000092009;ENSG00000114200;ENSG00000125851;ENSG00000134201;ENSG00000141338;ENSG00000163106;ENSG00000249948,0.00030616602444207117,0.003452132855303353,GO_BP
GOBP_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,10,1017,149,57622,ENSG00000103888;ENSG00000104888;ENSG00000136546;ENSG00000142959;ENSG00000168079;ENSG00000179520;ENSG00000182938;ENSG00000183034;ENSG00000184544;ENSG00000196660,0.00033771171275834023,0.0037534244646569813,GO_BP
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,2,11,149,57622,ENSG00000104332;ENSG00000172005,0.00035974386793367365,0.003759849523109809,GO_BP
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,11,1222,149,57622,ENSG00000065325;ENSG00000092009;ENSG00000101255;ENSG00000103375;ENSG00000104332;ENSG00000115263;ENSG00000162670;ENSG00000163347;ENSG00000182271;ENSG00000196660;ENSG00000198650,0.0003605636819783268,0.003759849523109809,GO_BP
GOBP_REGULATION_OF_CELL_DIFFERENTIATION,13,1640,149,57622,ENSG00000101255;ENSG00000104332;ENSG00000109132;ENSG00000111846;ENSG00000138669;ENSG00000157193;ENSG00000162670;ENSG00000164530;ENSG00000166091;ENSG00000166292;ENSG00000170419;ENSG00000175832;ENSG00000186462,0.0003583079374698281,0.003759849523109809,GO_BP
GOBP_BILE_ACID_SECRETION,2,11,149,57622,ENSG00000073734;ENSG00000186198,0.00035974386793367365,0.003759849523109809,GO_BP
GOBP_REGULATION_OF_TRANSPORT,13,1642,149,57622,ENSG00000062038;ENSG00000073734;ENSG00000101255;ENSG00000103888;ENSG00000104888;ENSG00000115263;ENSG00000119147;ENSG00000141338;ENSG00000179520;ENSG00000184544;ENSG00000185149;ENSG00000186198;ENSG00000204936,0.000362453360196961,0.003759849523109809,GO_BP
GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS,4,132,149,57622,ENSG00000166292;ENSG00000179915;ENSG00000185149;ENSG00000233670,0.00040128800853953217,0.004059079975105642,GO_BP
GOBP_POSITIVE_REGULATION_OF_TRANSPORT,9,852,149,57622,ENSG00000073734;ENSG00000103888;ENSG00000115263;ENSG00000119147;ENSG00000141338;ENSG00000179520;ENSG00000185149;ENSG00000186198;ENSG00000204936,0.0004017341363536433,0.004059079975105642,GO_BP
GOBP_XENOBIOTIC_METABOLIC_PROCESS,4,134,149,57622,ENSG00000073734;ENSG00000114200;ENSG00000197165;ENSG00000242366,0.00042476173439707425,0.00423672601744774,GO_BP
GOBP_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT,2,12,149,57622,ENSG00000104888;ENSG00000179520,0.0004309597429614512,0.004244135190177329,GO_BP
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY,8,685,149,57622,ENSG00000030304;ENSG00000034971;ENSG00000062038;ENSG00000101255;ENSG00000165197;ENSG00000168546;ENSG00000179915;ENSG00000196660,0.0004395210805805256,0.004274342508645611,GO_BP
GOBP_CELL_MATRIX_ADHESION,5,244,149,57622,ENSG00000034971;ENSG00000104332;ENSG00000129474;ENSG00000133800;ENSG00000168309,0.0004552908463460581,0.0043197107128930875,GO_BP
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS,5,244,149,57622,ENSG00000073734;ENSG00000101255;ENSG00000120254;ENSG00000123560;ENSG00000163106,0.0004552908463460581,0.0043197107128930875,GO_BP
GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT,10,1060,149,57622,ENSG00000092009;ENSG00000104332;ENSG00000109132;ENSG00000119147;ENSG00000123560;ENSG00000157193;ENSG00000162670;ENSG00000165462;ENSG00000172005;ENSG00000179915,0.00046606489448210956,0.004362808941118932,GO_BP
GOBP_CELL_JUNCTION_MAINTENANCE,3,58,149,57622,ENSG00000141668;ENSG00000163347;ENSG00000204936,0.00047104878027505177,0.004362808941118932,GO_BP
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING,7,529,149,57622,ENSG00000108231;ENSG00000114200;ENSG00000141668;ENSG00000157193;ENSG00000168309;ENSG00000179915;ENSG00000185149,0.0004830745974009837,0.0044215533738584155,GO_BP
GOBP_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX,2,13,149,57622,ENSG00000141668;ENSG00000179915,0.0005084515513922072,0.004495173942990196,GO_BP
GOBP_METAL_ION_TRANSPORT,9,878,149,57622,ENSG00000044012;ENSG00000103888;ENSG00000104888;ENSG00000115263;ENSG00000136546;ENSG00000168079;ENSG00000179520;ENSG00000184544;ENSG00000196660,0.0004982897941736459,0.004495173942990196,GO_BP
GOBP_NORADRENERGIC_NEURON_DIFFERENTIATION,2,13,149,57622,ENSG00000109132;ENSG00000165462,0.0005084515513922072,0.004495173942990196,GO_BP
GOBP_NEUTROPHIL_MEDIATED_KILLING_OF_BACTERIUM,2,14,149,57622,ENSG00000110887;ENSG00000197561,0.0005921867979807395,0.005176644144146239,GO_BP
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION,3,64,149,57622,ENSG00000034971;ENSG00000111846;ENSG00000168309,0.0006288734020864771,0.005436261186925325,GO_BP
GOBP_REGULATION_OF_HORMONE_LEVELS,7,564,149,57622,ENSG00000092009;ENSG00000101187;ENSG00000114200;ENSG00000115263;ENSG00000119147;ENSG00000125851;ENSG00000242366,0.0007038069101727257,0.006017162374883303,GO_BP
GOBP_RESPONSE_TO_NUTRIENT,4,154,149,57622,ENSG00000104332;ENSG00000114200;ENSG00000157005;ENSG00000182271,0.000716224557805973,0.006056768543185293,GO_BP
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,3,68,149,57622,ENSG00000109132;ENSG00000123560;ENSG00000165462,0.0007507544817629372,0.006212105907418293,GO_BP
GOBP_GLYCOSAMINOGLYCAN_METABOLIC_PROCESS,3,68,149,57622,ENSG00000103888;ENSG00000111846;ENSG00000133800,0.0007507544817629372,0.006212105907418293,GO_BP
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,6,413,149,57622,ENSG00000073734;ENSG00000104332;ENSG00000114200;ENSG00000157005;ENSG00000197165;ENSG00000242366,0.0007585476365099458,0.006212105907418293,GO_BP
GOBP_NERVOUS_SYSTEM_PROCESS,12,1568,149,57622,ENSG00000030304;ENSG00000062038;ENSG00000103888;ENSG00000104888;ENSG00000109132;ENSG00000114200;ENSG00000166292;ENSG00000168309;ENSG00000179520;ENSG00000179915;ENSG00000185149;ENSG00000233670,0.0008206083333598185,0.006514625340346314,GO_BP
